url,Manufacturer,KSCdirect Part #,Category,MFG Part #,Details,Description,Supplier,UPC,Price,Title
https://kscdirect.com/item/IND%2B3%252F4%2BX%2B3%2B1%252F2%2BB7%2BSTUD%2BW%252F2H%2BNUTS/Approved%2BSupplier_3%252F4%2BX%2B3%2B1%252F2%2BB7%2BSTUD%2BW%252F2H%2BNUTS,Approved Supplier,IND 3/4 X 3 1/2 B7 STUD W/2H NUTS,New Items,,,No found,,,,3/4 X 3 1/2 B7 STUD W/2H NUTS
https://kscdirect.com/item/MCM%2B92676A495/Approved%2BSupplier_NUT%2BBRONZE%2B3%252F4-10%2B5%2BPACK,Approved Supplier,MCM 92676A495,New Items,,,No found,,,,NUT BRONZE 3/4-10 5 PACK
https://kscdirect.com/item/HOSE%2BSS%2BFLEX%2B2X12%2522OAL/Approved%2BSupplier_2%2522%2BX%2B12%2522%2BOAL%2B304%252F321%2BSS%2BBRAIDED%2BFLEX%2BHOSE%2BWITH%2BCS%2BBUTT%2BWELD%2BE%252FE,Approved Supplier,"HOSE SS FLEX 2X12""OAL",New Items,,,No found,,,,"2"" X 12"" OAL 304/321 SS BRAIDED FLEX HOSE WITH CS BUTT WELD E/E"
https://kscdirect.com/item/MCM%2B98535A160/Approved%2BSupplier_1095%2BSpring%2BSteel%2BMachine%2BKey%2BStock%252C%2B5%252F16%2522%2Bx%2B5%252F16,Approved Supplier,MCM 98535A160,New Items,,,No found,,,,"1095 Spring Steel Machine Key Stock, 5/16"" x 5/16"
https://kscdirect.com/item/IND%2B5%252F8%2BX%2B3%2B1%252F2%2BB7%2BSTUD%2BW%252F2H%2BNUTS/Approved%2BSupplier_5%252F8%2BX%2B3%2B1%252F2%2BB7%2BSTUD%2BW%252F2H%2BNUTS,Approved Supplier,IND 5/8 X 3 1/2 B7 STUD W/2H NUTS,New Items,,,No found,,,,5/8 X 3 1/2 B7 STUD W/2H NUTS
https://kscdirect.com/item/HOSE%2BASSY%2B2X7%2527%2BOAL/Approved%2BSupplier_2%2522%2B304SS%2BBRD%2BFLEX%2BHOSE%2B84%2522%2BOAL%2BW%252F150%2523%2BSS%2BFLANGE%2BX%2BFLOATING%2BFLANGE,Approved Supplier,HOSE ASSY 2X7' OAL,New Items,,,No found,,,,"2"" 304SS BRD FLEX HOSE 84"" OAL W/150# SS FLANGE X FLOATING FLANGE"
https://kscdirect.com/item/MCM%2B98535A150/Approved%2BSupplier_1095%2BSpring%2BSteel%2BMachine%2BKey%2BStock%252C%2B1%252F4%2522%2Bx%2B1%252F4%2522%252C,Approved Supplier,MCM 98535A150,New Items,,,No found,,,,"1095 Spring Steel Machine Key Stock, 1/4"" x 1/4"","
https://kscdirect.com/item/JOH%2BDROPSHIP%2BFEE/CDS-John%2BBlue%2BCompany_drop%2Bship%2Bto%2Bcustomer,CDS-John Blue Company,JOH DROPSHIP FEE,New Items,,,No found,,,,drop ship to customer
https://kscdirect.com/item/MCM%2B98535A170/Approved%2BSupplier_1095%2BSpring%2BSteel%2BMachine%2BKey%2BStock%252C%2B3%252F8%2522%2Bx%2B3%252F8%2522%252C,Approved Supplier,MCM 98535A170,New Items,,,No found,,,,"1095 Spring Steel Machine Key Stock, 3/8"" x 3/8"","
https://kscdirect.com/item/MOT%2BREXNORD%2B7300120%2BES60%2BELEMENT/Approved%2BSupplier_7300120%2BOMEGA%2BES%2BSERIES%2BFLEXIBLE%2BELEMENT,Approved Supplier,MOT REXNORD 7300120 ES60 ELEMENT,New Items,,,No found,,,,7300120 OMEGA ES SERIES FLEXIBLE ELEMENT
https://kscdirect.com/item/AQUAMATIC%2BK521-X221-14000/Approved%2BSupplier_1%2522%2BNORMALLY%2BOPEN%2BVALVE%2BW%252FEPDM%2BSEAL%252C%2BBUNA%2BDIAPHRAGM,Approved Supplier,AQUAMATIC K521-X221-14000,New Items,,,No found,,,,"1"" NORMALLY OPEN VALVE W/EPDM SEAL, BUNA DIAPHRAGM"
https://kscdirect.com/item/BRA%2B311000-11010375/BRAY%2BSALES%2BINC_Bray%2B10%2522%2BLug%2BStyle%2BBfly%2BValve%2BDI%2Bbody%2B316%2Bss%2BDisc%2BLever-operated,BRAY SALES INC,BRA 311000-11010375,New Items,,,No found,,,,"Bray 10"" Lug Style Bfly Valve DI body 316 ss Disc Lever-operated"
https://kscdirect.com/item/120%2BSERIES%2BECCENTRIC%2BPLUG%2BVALVE%2B10%2522/Approved%2BSupplier_10%2522%2BECC%2BPLUG%2BVALVE%252C%2BFLG%252C%2BCI%2BBODY%252C%2BANSI%2BW%252FHANDWHEEL,Approved Supplier,"120 SERIES ECCENTRIC PLUG VALVE 10""",New Items,,,No found,,,,"10"" ECC PLUG VALVE, FLG, CI BODY, ANSI W/HANDWHEEL"
https://kscdirect.com/item/08963928/Approved%2BSupplier_VENDOR%2BDROP%2BSHIP%2BFEE%2BTRICO%2BVENDOR%2BQIA,Approved Supplier,08963928,New Items,,,No found,,,,VENDOR DROP SHIP FEE TRICO VENDOR QIA
https://kscdirect.com/item/3%252F8%2BI.D.%2BSS%2BBRD%2BHOSE%2BW%252FPTFE%2BLINE/Approved%2BSupplier_ptfe%2Blined%2Bstainless%2Bbraided%2Bhose,Approved Supplier,3/8 I.D. SS BRD HOSE W/PTFE LINE,New Items,,,No found,,,,ptfe lined stainless braided hose
https://kscdirect.com/item/PARKER%2BPK3254MA01/PARKER%2BHANNIFAN%252CPIONEER%2BDIV_3.25%2BPISTON%2BSEAL%2BKIT,"PARKER HANNIFAN,PIONEER DIV",PARKER PK3254MA01,New Items,,,No found,,,,3.25 PISTON SEAL KIT
https://kscdirect.com/item/BRAY%2B301619-71500580/Approved%2BSupplier_B1%2BADAPTER%2BSLEEVE%2B301619-71500580,Approved Supplier,BRAY 301619-71500580,New Items,,,No found,,,,B1 ADAPTER SLEEVE 301619-71500580
https://kscdirect.com/item/BRAY%2B92-1280-532/Approved%2BSupplier_EPOXY%2BCOATED%2BDA%2BACTUATOR%2BNEED%2B100%2BPSI%2BTO%2BOPERATE,Approved Supplier,BRAY 92-1280-532,New Items,,,No found,,,,EPOXY COATED DA ACTUATOR NEED 100 PSI TO OPERATE
https://kscdirect.com/item/DRE%2B3038-0002-011/Dresser%2BIndustries_6%25E2%2580%259DID%25286.625%25E2%2580%259D%2529%2BStyle%2B0038%2BCoupling%2BGasket%2B1%252F2%2522,Dresser Industries,DRE 3038-0002-011,New Items,,,No found,,,,"6”ID(6.625”) Style 0038 Coupling Gasket 1/2"""
https://kscdirect.com/item/AVE%2BAVI1A0000088932/Approved%2BSupplier_4%2Bvalve%2Bstation%2Bassembly%2Bfrom%2Bour%2Bold%2BISO%2B5599-1%2B541%2Bseries%252C%2Bwith%2B5%252F2%2BSingl,Approved Supplier,AVE AVI1A0000088932,New Items,,,No found,,,,"4 valve station assembly from our old ISO 5599-1 541 series, with 5/2 Singl"
https://kscdirect.com/item/DUL%2BNP%2BST003-24/Approved%2BSupplier_24%2522%2BSTRAIGHT%2BWAND%252CNO%2BGRIP%2B6000PSI%2BRATING%2B1%252F4%2522%2BMPT,Approved Supplier,DUL NP ST003-24,New Items,,,No found,,,,"24"" STRAIGHT WAND,NO GRIP 6000PSI RATING 1/4"" MPT"
https://kscdirect.com/item/HOSE%2BSS%2BFLEX%2B2X36%2522/HOSE%2BTECHNOLOGY_2%2522X36%2522%2BOAL%2BSS%2BBRD%2BFLEX%2BHOSE%2BW%252FSS%2BHEX%2BMPT%2BE%252FE%252C%2BW%252FTAG%252C%2BPRES%254070F%252CMFG%252CDATE,HOSE TECHNOLOGY,"HOSE SS FLEX 2X36""",New Items,,,No found,,,,"2""X36"" OAL SS BRD FLEX HOSE W/SS HEX MPT E/E, W/TAG, PRES@70F,MFG,DATE"
https://kscdirect.com/item/FLG%2B600%2BBLIND%2B10%2BIMP/Approved%2BSupplier_IMP%2BFLG%2B600%2BBLIND%2B10%2522,Approved Supplier,FLG 600 BLIND 10 IMP,New Items,,,No found,,,,"IMP FLG 600 BLIND 10"""
https://kscdirect.com/item/DUL%2BNP%2BST003-18/Approved%2BSupplier_18%2522%2BSTRAIGHT%2BWAND%252CNO%2BGRIP%2B6000PSI%2BRATING%2B1%252F4%2522%2BMPT,Approved Supplier,DUL NP ST003-18,New Items,,,No found,,,,"18"" STRAIGHT WAND,NO GRIP 6000PSI RATING 1/4"" MPT"
https://kscdirect.com/item/FLX%2BHOSE%2BSS%2B1-1%252F4X61.10%2522%2B1-1%252F4%2522%2BMPT%2BSWIVEL%2BX%2B1-1%252F2%2BSAN/Approved%2BSupplier_1-1%252F4X%2B61.10%2522%2BSS%2BFLX%2BHOSE%253B%2B1-1%252F4%2BMPT%2BSWIVE%2BX%2B1-1%252F2%2BSANITARY%2BTRI%2BCLAMP,Approved Supplier,"FLX HOSE SS 1-1/4X61.10"" 1-1/4"" MPT SWIVEL X 1-1/2 SAN",New Items,,,No found,,,,"1-1/4X 61.10"" SS FLX HOSE; 1-1/4 MPT SWIVE X 1-1/2 SANITARY TRI CLAMP"
https://kscdirect.com/item/GPI%2BTM100%2B%2528GPITM10NQ9GMA%2529/JOHN%2BM.%2BELLSWORTH%2BCO.%252C%2BINC_water%2Bmeter%2Bgpm%2B1%2522%2Bfpt%2Bdigital,"JOHN M. ELLSWORTH CO., INC",GPI TM100 GPITM10NQ9GMA,New Items,,,No found,,,,"water meter gpm 1"" fpt digital"
https://kscdirect.com/item/HOSE%2BSS%2BFLEX%2B1-1%252F2X15%2BOAL/Approved%2BSupplier_1-1%252F2%2522%2BX%2B15%2522%2BOAL%2B304%252F321SS%2BBRD%2BFLEX%2BHOSE%2BW%252FSS%2BFPT%2BX%2BSS%2BMPT,Approved Supplier,HOSE SS FLEX 1-1/2X15 OAL,New Items,,,No found,,,,"1-1/2"" X 15"" OAL 304/321SS BRD FLEX HOSE W/SS FPT X SS MPT"
https://kscdirect.com/item/FLX%2BHOSE%2BSS80%2B304%2BUNION%2BENDS%2B1-1%252F4X48%2522/Approved%2BSupplier_1-1%252F4X48%2522%2BS.S.%2B304%2BFLEX%2BHOSE%2BW%252FUNION%2BENDS,Approved Supplier,"FLX HOSE SS80 304 UNION ENDS 1-1/4X48""",New Items,,,No found,,,,"1-1/4X48"" S.S. 304 FLEX HOSE W/UNION ENDS"
https://kscdirect.com/item/HOSE%2BSS%2BFLEX%2B2X48%2BMXFLG/Approved%2BSupplier_2%2522%2BX%2B48%2522%2BOAL%2B304%252F321%2BSS%2BBRD%2BFLEX%2BHOSE%2BW%252FSS%2BHEX%2BMPT%2BX%2B2%2522%2B150%2BSS%2BFLOATING%2BFLG,Approved Supplier,HOSE SS FLEX 2X48 MXFLG,New Items,,,No found,,,,"2"" X 48"" OAL 304/321 SS BRD FLEX HOSE W/SS HEX MPT X 2"" 150 SS FLOATING FLG"
https://kscdirect.com/item/HOSE%2BSS%2BFLEX%2B1%252F4X62%2522%2BOAL/Approved%2BSupplier_1%252F4%2522%2BX%2B62%2522%2BSS%2BBRD%2BFLEX%2BHOSE%252C%2BW%252F1%252F4%2522%2BSS%2BHEX%2BMPT%2BX%2BSS%2BFJX%2B3%252F8%2BSS%2BHEX%2BMPT%2BADPT,Approved Supplier,"HOSE SS FLEX 1/4X62"" OAL",New Items,,,No found,,,,"1/4"" X 62"" SS BRD FLEX HOSE, W/1/4"" SS HEX MPT X SS FJX 3/8 SS HEX MPT ADPT"
https://kscdirect.com/item/IMP%2B5%2BSTD%2B45/Approved%2BSupplier_STD%2BBW%2BIMP%2B45%2BIMP,Approved Supplier,IMP 5 STD 45,New Items,,,No found,,,,STD BW IMP 45 IMP
https://kscdirect.com/item/HUG%2BARPCAP310FF/ARMSTRONG%2BHUGHES_3%252F4%2BRF%2BFLANGE%2BCAP%2BMODEL%2B310%2BARMSTRONG%2BTRAP,ARMSTRONG HUGHES,HUG ARPCAP310FF,New Items,,,No found,,,,3/4 RF FLANGE CAP MODEL 310 ARMSTRONG TRAP
https://kscdirect.com/item/HOSE%2BSS%2BFLEX%2B4X18%2BOAL%2BF%252FF/Approved%2BSupplier_4%2522%2BX%2B18%2522%2BOAL%2BSS%2BBRD%2BFLEX%2BHOSE%2BW%252F150%2523%2BSS%2BRF%2BFIXED%2BFLG%2BX%2BFLOATING%2BFLG,Approved Supplier,HOSE SS FLEX 4X18 OAL F/F,New Items,,,No found,,,,"4"" X 18"" OAL SS BRD FLEX HOSE W/150# SS RF FIXED FLG X FLOATING FLG"
https://kscdirect.com/item/IND%2BSTUD%2BB7%2BW%252F2H%2BNUT%2BFOR%2B2%2522/Approved%2BSupplier_STUD%2BB7%2BW%252F2H%2BNUT%2BFOR%2B2%2522,Approved Supplier,"IND STUD B7 W/2H NUT FOR 2""",New Items,,,No found,,,,"STUD B7 W/2H NUT FOR 2"""
https://kscdirect.com/item/IND%2BFLG%2B150%2BFF%2BBLIND%2B3/Approved%2BSupplier_FLG%2B150%2BFF%2BBLIND%2B3,Approved Supplier,IND FLG 150 FF BLIND 3,New Items,,,No found,,,,FLG 150 FF BLIND 3
https://kscdirect.com/item/IND%2BSTUD%2B1%252F2X2-3%252F4%2BB7%2BW%252FNUT/Approved%2BSupplier_STUD%2B1%252F2%2522x2-3%252F4%2522%2BB7%2BW%2B2%2BNUTS,Approved Supplier,IND STUD 1/2X2-3/4 B7 W/NUT,New Items,,,No found,,,,"STUD 1/2""x2-3/4"" B7 W 2 NUTS"
https://kscdirect.com/item/IND%2B1%2BX%2B5%2BB7%2BSTUD%2BW%252F2H%2BNUTS/Approved%2BSupplier_1%2BX%2B5%2BB7%2BSTUD%2BW%252F2H%2BNUTS,Approved Supplier,IND 1 X 5 B7 STUD W/2H NUTS,New Items,,,No found,,,,1 X 5 B7 STUD W/2H NUTS
https://kscdirect.com/item/HUB%2B0220-03513/Approved%2BSupplier_catalog%2B66%2B1%252F1%2Ba%252Cb%2Bst,Approved Supplier,HUB 0220-03513,New Items,,,No found,,,,"catalog 66 1/1 a,b st"
https://kscdirect.com/item/HUG%2B0.50%2B12G2J-F223C-STK11%2BVALVE/ARMSTRONG%2BHUGHES_1%252F2%2BCONVAL%2BY%2BGLOBE%2BSTOP%2BSW%2BSA182%2BF22%2BBODY%2BYOKE,ARMSTRONG HUGHES,HUG 0.50 12G2J-F223C-STK11 VALVE,New Items,,,No found,,,,1/2 CONVAL Y GLOBE STOP SW SA182 F22 BODY YOKE
https://kscdirect.com/item/HUG%2BA21484/ARMSTRONG%2BHUGHES_1%252F2%2BCD-33%2BSTEAM%2BTRAP,ARMSTRONG HUGHES,HUG A21484,New Items,,,No found,,,,1/2 CD-33 STEAM TRAP
https://kscdirect.com/item/MAR%2BPIV-70-150%252F200/Approved%2BSupplier_1-1%252F2%2522%2BISOLATION%2BVALVE,Approved Supplier,MAR PIV-70-150/200,New Items,,,No found,,,,"1-1/2"" ISOLATION VALVE"
https://kscdirect.com/item/JOH%2BOPW891BRK/JOHN%2BM.%2BELLSWORTH%2BCO.%252C%2BINC_SIGHT%2BGLASS%2BREPAIR%2BKIT,"JOHN M. ELLSWORTH CO., INC",JOH OPW891BRK,New Items,,,No found,,,,SIGHT GLASS REPAIR KIT
https://kscdirect.com/item/KRI%2BRK0400K000/PARKER%2BHANNIFAN%252CPIONEER%2BDIV_Parker%2BSeal%2BKit,"PARKER HANNIFAN,PIONEER DIV",KRI RK0400K000,New Items,,,No found,,,,Parker Seal Kit
https://kscdirect.com/item/MCM%2B26015A361/Approved%2BSupplier_27X2%2BTAPER%2BMETRIC%2BTAP,Approved Supplier,MCM 26015A361,New Items,,,No found,,,,27X2 TAPER METRIC TAP
https://kscdirect.com/item/MAR%2BPIV-60-075%252F075/Approved%2BSupplier_3%252F4%2BISOLATION%2BVALVE,Approved Supplier,MAR PIV-60-075/075,New Items,,,No found,,,,3/4 ISOLATION VALVE
https://kscdirect.com/item/MCM%2B2307T81/Approved%2BSupplier_Steel%2BCastor%2B6%2522%2BDia%2B3%2522%2BWide,Approved Supplier,MCM 2307T81,New Items,,,No found,,,,"Steel Castor 6"" Dia 3"" Wide"
https://kscdirect.com/item/MAR%2BPIV-70-100%252F125/Approved%2BSupplier_1%2522%2BISOLATION%2BVALVE,Approved Supplier,MAR PIV-70-100/125,New Items,,,No found,,,,"1"" ISOLATION VALVE"
https://kscdirect.com/item/MCM%2B30555T46/Approved%2BSupplier_Rubber%2BCoated%2B304%2BSS%2BU-Bolt%2Bfor%2B3%2522%2BPipe%2B1%252F2%2522-13%2BThread%2BSize,Approved Supplier,MCM 30555T46,New Items,,,No found,,,,"Rubber Coated 304 SS U-Bolt for 3"" Pipe 1/2""-13 Thread Size"
https://kscdirect.com/item/MCM%2B6052K16/Approved%2BSupplier_Jaw%2BStyle%2BRoller%2BChain%2Bpuller%2B80-240%2BT-handle,Approved Supplier,MCM 6052K16,New Items,,,No found,,,,Jaw Style Roller Chain puller 80-240 T-handle
https://kscdirect.com/item/MCM%2B3603T41/Approved%2BSupplier_%252310%2BZINC%2BPLATED%2BJACK%2BCHAIN,Approved Supplier,MCM 3603T41,New Items,,,No found,,,,#10 ZINC PLATED JACK CHAIN
https://kscdirect.com/item/MID%2BFLX%2BMTL%2BSS80%2B1X10%2BMPT/Approved%2BSupplier_flx%2Bmtl%2B1x10%2Bmpt,Approved Supplier,MID FLX MTL SS80 1X10 MPT,New Items,,,No found,,,,flx mtl 1x10 mpt
https://kscdirect.com/item/MID%2BFLEXXMTL%2B3%252F4X24%2527%2527SS%2B3%252F4FJX%2BBOTH%2BENDS/Approved%2BSupplier_2x24%2527%2527FLEX%2BMETAL%2BLINES,Approved Supplier,MID FLEXXMTL 3/4X24''SS 3/4FJX BOTH ENDS,New Items,,,No found,,,,2x24''FLEX METAL LINES
https://kscdirect.com/item/MCM%2B8947T23%2B1%252F2%2522%2BOVAL-SHAPED%2BTHREADED%2BCONNECTING%2BLINK%252C%2BZINC-PLATED%2BSTEEL/Approved%2BSupplier_Oval-Shaped%2BThreaded%2BConnecting%2BLink%252C%2BZinc-Plated%2BSteel%252C%2B1%252F2%2522%2BThickness%252C%2B9%252F,Approved Supplier,"MCM 8947T23 1/2"" OVAL-SHAPED THREADED CONNECTING LINK, ZINC-PLATED STEEL",New Items,,,No found,,,,"Oval-Shaped Threaded Connecting Link, Zinc-Plated Steel, 1/2"" Thickness, 9/"
https://kscdirect.com/item/MID%2BFLX%2BMTL%2BSS80%2B1-1%252F4X18%2BMPT/Approved%2BSupplier_1-1%252F4x18%2Bss%2Bflex%2Bmtl%2Bmpt,Approved Supplier,MID FLX MTL SS80 1-1/4X18 MPT,New Items,,,No found,,,,1-1/4x18 ss flex mtl mpt
https://kscdirect.com/item/MID%2B12%2522%2BVICTAULIC%2B%252330%2B45%2BDEG%2BWYE%2BLATERAL%2BPAINTED/Approved%2BSupplier_12%2522%2BVICTAULIC%2B%252330%2B45%2BDEG%2BWYE%2BLATERAL%2BPAINTED,Approved Supplier,"MID 12"" VICTAULIC #30 45 DEG WYE LATERAL PAINTED",New Items,,,No found,,,,"12"" VICTAULIC #30 45 DEG WYE LATERAL PAINTED"
https://kscdirect.com/item/MID%2BFLX%2BMT%2BSS%2B1-1%252F4X24%2527%25271-1%252F4NPT%2BMALE%2B%252B1-1%252F4%2BNPT%2BMALE%2BSWIVEL/Approved%2BSupplier_SS%2B1-1%252F4X24%2527%2527%2BMPT%2BX%2BMPT%2BSWIVEL%2BEACH%2BEND,Approved Supplier,MID FLX MT SS 1-1/4X24''1-1/4NPT MALE +1-1/4 NPT MALE SWIVEL,New Items,,,No found,,,,SS 1-1/4X24'' MPT X MPT SWIVEL EACH END
https://kscdirect.com/item/MCM%2B91390A210/Approved%2BSupplier_Alloy%2BSteel%2BCup-Point%2BSet%2BScrew%252C%2BM20%2Bx%2B2.5%2Bmm%2BThread%252C%2B20%2Bmm%2BLong,Approved Supplier,MCM 91390A210,New Items,,,No found,,,,"Alloy Steel Cup-Point Set Screw, M20 x 2.5 mm Thread, 20 mm Long"
https://kscdirect.com/item/MID%2BFLEX%2BMETAL%2BHOSE%2B3%2522X20%2527%2BSS%2BMP%2BENDS/Approved%2BSupplier_3%2522x20%2527%2Bflex%2Bmetal%2Bhose%2Bwith%2BSS%2Bmp%2Bends,Approved Supplier,"MID FLEX METAL HOSE 3""X20' SS MP ENDS",New Items,,,No found,,,,"3""x20' flex metal hose with SS mp ends"
https://kscdirect.com/item/MID%2BFLEX%2BMETAL%2BHOSE%2B1-1%252F2X20FT/Approved%2BSupplier_1-1%252F2%2522x20ft%2Bflex%2Bmetal%2Bhose%2Bwith%2BMPxMP%2Bends,Approved Supplier,MID FLEX METAL HOSE 1-1/2X20FT,New Items,,,No found,,,,"1-1/2""x20ft flex metal hose with MPxMP ends"
https://kscdirect.com/item/MID%2B3%2522X3%252F4%2B240%2522%2BBRD%2BTRACE%2BASSY%2523150%2BFLG%2B1%2BFLT%2BW3%252F4%2BFPT/Approved%2BSupplier_3%2523x20FT%2BFLX%2BMETEAL%2BLINE%2B%2523150%2BFLG%2B3%252F4%2BFPT,Approved Supplier,"MID 3""X3/4 240"" BRD TRACE ASSY#150 FLG 1 FLT W3/4 FPT",New Items,,,No found,,,,3#x20FT FLX METEAL LINE #150 FLG 3/4 FPT
https://kscdirect.com/item/0312010%2BEXHAUST%2BMUFFLER/Approved%2BSupplier_ALLIED%2BWITAN%2BCO%2B0312010%2BEXHAUST%2BMUFFLER,Approved Supplier,0312010 EXHAUST MUFFLER,New Items,,,No found,,,,ALLIED WITAN CO 0312010 EXHAUST MUFFLER
https://kscdirect.com/item/PARKER%2BP3A-RN92YNNN/PARKER%2BHANNIFAN%252CPIONEER%2BDIV_Parker%2Bp3a-r%2Bregulators%2B-%2Bminiture,"PARKER HANNIFAN,PIONEER DIV",PARKER P3A-RN92YNNN,New Items,,,No found,,,,Parker p3a-r regulators - miniture
https://kscdirect.com/item/MSC%2B05302518/Approved%2BSupplier_1%2522%2BNPT%2BSTEEL%2BVIEWPORTS%2BWITH%2BBAFFLE,Approved Supplier,MSC 05302518,New Items,,,No found,,,,"1"" NPT STEEL VIEWPORTS WITH BAFFLE"
https://kscdirect.com/item/MSC%2B%2523209%252F215/Approved%2BSupplier_SPROCKET%2BGEAR%252FSHAFT%2BASSEMBLY%2BFOR%2BVertical%2BSaw%2B%252309514647,Approved Supplier,MSC #209/215,New Items,,,No found,,,,SPROCKET GEAR/SHAFT ASSEMBLY FOR Vertical Saw #09514647
https://kscdirect.com/item/MID%2BVICT%2BSTYLE%2B99%2B5%2522%2BT%2BGASKET/Approved%2BSupplier_VICT%2BSTYLE%2B99%2B5%2522%2BT%2BGASKET,Approved Supplier,"MID VICT STYLE 99 5"" T GASKET",New Items,,,No found,,,,"VICT STYLE 99 5"" T GASKET"
https://kscdirect.com/item/MID%2BVIC107%2B120/Approved%2BSupplier_12%2522%2B%2523107N-E%2BQUICKVIC%2BRIDGID%2BGROOVED%2BCOUPLING,Approved Supplier,MID VIC107 120,New Items,,,No found,,,,"12"" #107N-E QUICKVIC RIDGID GROOVED COUPLING"
https://kscdirect.com/item/MOT%2B7SX1-1%252F2%2BSURE%2BFLEX%2BFLANGE/Approved%2BSupplier_7S%2BSURE%2BFLEX%2BFLANGE,Approved Supplier,MOT 7SX1-1/2 SURE FLEX FLANGE,New Items,,,No found,,,,7S SURE FLEX FLANGE
https://kscdirect.com/item/MIL%2B01531-8-6PK/Milwaukee%2BCylinder_Viton%2Bseals%2Bkit,Milwaukee Cylinder,MIL 01531-8-6PK,New Items,01531-8-6PK,,Viton seals kit,Milwaukee Cylinder,,$811.97,Viton seals kit
https://kscdirect.com/item/MID%2BHOSE%2BSS%2BFLEX%2B1%252F4X30OAL/Approved%2BSupplier_HOSE%2B%252C%2BSS%2BBRD%2BFLEX%2B1%252F4%2522%2BX%2B30%2522%2BOAL%252C%2BFJX%2BE%252FE%2BW%252FMJXFPX%2BADAPTER%2BE%252FE,Approved Supplier,MID HOSE SS FLEX 1/4X30OAL,New Items,,,No found,,,,"HOSE , SS BRD FLEX 1/4"" X 30"" OAL, FJX E/E W/MJXFPX ADAPTER E/E"
https://kscdirect.com/item/6%2522MTL%2BFLX%2BLINE6%2522%2BFLGX11SS/Approved%2BSupplier_6%2BINCH%2BX%2B11%2BSS%2BFLEX%2BLINE%2B6%2522%2BFLANGES,Approved Supplier,"6""MTL FLX LINE6"" FLGX11SS",New Items,,,No found,,,,"6 INCH X 11 SS FLEX LINE 6"" FLANGES"
